locode,locode_alias,name,name_alias,wni_country_code,wni_area_code,latitude,longitude,timezone,has_berth,has_port_forecast
CNFAN,,FANGCHENG,,,,21.5818,108.3332,Asia/Chongqing,No,No
CNFHC,,HAICANG,,,,24.4425,117.9941,Asia/Shanghai,No,No
CNFOC,,FUZHOU,,CN,FUZ,26.0445,119.2973,Asia/Shanghai,Yes,Yes
CNGGZ,,GUANGZHOU,,,,23.083,113.401,Asia/Shanghai,No,No
CNGLE,,GULEI,,,,23.6881,117.59,Asia/Shanghai,No,No
CNGLU,,JUN GONG LU,,,,31.3517,121.5145,Asia/Shanghai,No,No
CNGUT,,GUANGDONG TERMINAL,,,,22.568,114.4303,Asia/Shanghai,No,No
CNHAZ,,HANGZHOU,,,,30.2065,120.1738,Asia/Shanghai,No,No
CNHKO,,HAIKOU,,,,20.0321,110.2731,Asia/Chongqing,No,No
CNHUA,,HUANGPU,,,,23.0919,113.439,Asia/Shanghai,No,No
CNHUH,,"HUANGHUA, HEBEI",,,,38.3293,117.8899,Asia/Shanghai,No,No
CNHUI,,HUIZHOU,HUIZHOU TERMINAL,,,22.6714,114.6532,Asia/Shanghai,No,No
CNJGY,,JIANGYIN,FUJIAN,,,31.9314,120.2186,Asia/Shanghai,No,No
CNJLY,,LUOYUANWAN,,,,26.4514,119.6966,Asia/Shanghai,No,No
CNJNS,,JINSHAN,,,,30.684,121.2891,Asia/Shanghai,No,No
CNJTG,,JINGTANG,,,,39.1791,119.0079,Asia/Shanghai,No,No
CNJZI,,JINZHOU,,,,40.8004,121.0714,Asia/Shanghai,No,No
CNLJK,,LUANJIAKOU,,,,37.791,120.6434,Asia/Shanghai,No,No
CNLJT,,LUOJING,,,,31.4849,121.411,Asia/Shanghai,No,No
CNLKU,,LONGKOU,,,,37.6627,120.2876,Asia/Shanghai,No,No
CNLSN,,LANSHAN,,,,35.0889,119.3738,Asia/Shanghai,Yes,No
CNLUH,,LU HUA SHAN,,,,30.8157,122.619,Asia/Shanghai,No,No
CNLYF,,LONGYAN,,,,37.4217,122.4667,Asia/Shanghai,No,No
CNLYG,,LIANYUNGANG,,CN,LNG,34.741,119.4795,Asia/Shanghai,Yes,Yes
CNLZO,,LAIZHOU,,,,37.4277,119.9353,Asia/Shanghai,No,No
CNMAC,,MACUN,,,,19.9715,110.032,Asia/Chongqing,No,No
CNMJS,,MAJI SHAN,,,,30.6665,122.4147,Asia/Shanghai,No,No
CNNDE,,NINGDE,,,,26.7683,119.7121,Asia/Shanghai,No,No
CNNGB,CNBEI,NINGBO,BEILUN,CN,BEIL,29.9485,121.8638,Asia/Shanghai,Yes,Yes
CNNHN,,WUHAN,,,,30.5644,114.2918,Asia/Shanghai,No,No
CNNJI,,NANJING,,,,32.1178,118.7444,Asia/Shanghai,No,No
CNNSA,,NANSHA,,CN,NSA,22.6414,113.6923,Asia/Shanghai,Yes,Yes
